br,fajl,format,oblik,tip,serija,datum_registracije,datum_dogadjaja,status_zapisa,status_dogadjaja,hash_full,hash_short,napomena
001,entries/001.html,TEKST,KARTICA PRENETOG OPAŽAJA,ZAPIS IZ SEĆANJA,ŽUTA VODA,2026-05-28,NEDATIRANO JUTRO,ZATVOREN,NERAZREŠEN,b792ef1cccf1960de1750d10315af7d0751ec862028d2a97156fcd289c12245c,b792ef1cccf1,preneti iskaz / ne prevoditi u stabilan simbol
